Umrechnung avg;category AVG;category HR;Value HR;HR;Number of Players;avg (Partition) 2;avg (Partition);avg;handedness;height (Partition);height;Group Top 100 AVG;Group Top 10 HR;Group Top 100 HR;Group Top 10 AVG;name;weight (Partition);weight
26,4;Normal;Normal;90-119;93;1;0.260 - 0.279;0.26;0,264;both;65.34;67;Andere;Andere;Andere;Don Buford;Don Buford;160;160
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Don Cooper;Don Cooper;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Don Gordon;Don Gordon;168;175
23,6;Normal;Normal;0-29;7;1;0.220 - 0.239;0.22;0,236;right;71.28;73;Andere;Andere;Andere;Don Hahn;Don Hahn;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Don Kainer;Don Kainer;200;205
25,2;Normal;Normal;0-29;14;1;0.240 - 0.259;0.24;0,252;both;71.28;73;Andere;Andere;Andere;Don Kessinger;Don Kessinger;168;170
22,9;Normal;Normal;0-29;15;1;0.220 - 0.239;0.22;0,229;right;73.26;74;Andere;Andere;Andere;Don Leppert;Don Leppert;216;220
23,8;Normal;Normal;120-149;122;1;0.220 - 0.239;0.22;0,238;right;73.26;74;Andere;Andere;Andere;Don Lock;Don Lock;192;195
20,5;Normal;Normal;0-29;3;1;0.200 - 0.219;0.20;0,205;left;69.30;71;Andere;Andere;Andere;Don Mason;Don Mason;160;160
24,9;Normal;Top;180-209;200;1;0.240 - 0.259;0.24;0,249;left;73.26;75;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Don Mincher;Don Mincher;200;205
26,1;Normal;Top;150-179;176;1;0.260 - 0.279;0.26;0,261;right;71.28;73;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Don Money;Don Money;168;170
14,4;Normal;Normal;0-29;0;1;0.140 - 0.159;0.14;0,144;right;71.28;73;Andere;Andere;Andere;Don Sutton;Don Sutton;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Don Welchel;Don Welchel;200;205
24,2;Normal;Normal;60-89;77;1;0.240 - 0.259;0.24;0,242;right;69.30;70;Andere;Andere;Andere;Don Wert;Don Wert;160;162
14,6;Normal;Normal;0-29;1;1;0.140 - 0.159;0.14;0,146;right;73.26;74;Andere;Andere;Andere;Don Wilson;Don Wilson;192;195
27,4;Normal;Top;150-179;159;1;0.260 - 0.279;0.26;0,274;right;75.24;76;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Donn Clendenon;Donn Clendenon;208;209
23,6;Normal;Normal;0-29;17;1;0.220 - 0.239;0.22;0,236;right;73.26;75;Andere;Andere;Andere;Doug Ault;Doug Ault;200;200
19,9;Normal;Normal;0-29;18;1;0.180 - 0.199;0.18;0,199;right;69.30;71;Andere;Andere;Andere;Doug Camilli;Doug Camilli;192;195
22,9;Normal;Normal;0-29;12;1;0.220 - 0.239;0.22;0,229;left;71.28;72;Andere;Andere;Andere;Doug Clemens;Doug Clemens;176;180
25,9;Normal;Top;210-239;237;1;0.240 - 0.259;0.24;0,259;right;73.26;74;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Doug DeCinces;Doug DeCinces;184;190
23,8;Normal;Normal;0-29;7;1;0.220 - 0.239;0.22;0,238;right;69.30;71;Andere;Andere;Andere;Doug Flynn;Doug Flynn;160;165
20,1;Normal;Normal;0-29;20;1;0.200 - 0.219;0.20;0,201;left;75.24;76;Andere;Andere;Andere;Doug Frobel;Doug Frobel;192;196
24,5;Normal;Normal;0-29;7;1;0.240 - 0.259;0.24;0,245;right;71.28;72;Andere;Andere;Andere;Doug Griffin;Doug Griffin;160;160
25,1;Normal;Top;150-179;155;1;0.240 - 0.259;0.24;0,251;right;73.26;74;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Doug Rader;Doug Rader;208;208
25,8;Normal;Normal;0-29;23;1;0.240 - 0.259;0.24;0,258;right;71.28;72;Andere;Andere;Andere;Duane Josephson;Duane Josephson;184;190
27,1;Normal;Normal;0-29;1;1;0.260 - 0.279;0.26;0,271;left;71.28;72;Andere;Andere;Andere;Duane Kuiper;Duane Kuiper;168;175
22,9;Normal;Normal;0-29;24;1;0.220 - 0.239;0.22;0,229;left;71.28;72;Andere;Andere;Andere;Duane Walker;Duane Walker;184;185
22,1;Normal;Normal;30-59;30;1;0.220 - 0.239;0.22;0,221;right;71.28;72;Andere;Andere;Andere;Duffy Dyer;Duffy Dyer;184;187
23,9;Normal;Normal;90-119;100;1;0.220 - 0.239;0.22;0,239;left;73.26;74;Andere;Andere;Andere;Duke Sims;Duke Sims;192;197
27,8;Top;Top;240-269;242;1;0.260 - 0.279;0.26;0,278;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Dusty Baker;Dusty Baker;176;183
24,6;Normal;Top;150-179;166;1;0.240 - 0.259;0.24;0,246;left;71.28;73;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Dwayne Murphy;Dwayne Murphy;184;185
24,7;Normal;Normal;120-149;138;1;0.240 - 0.259;0.24;0,247;right;73.26;75;Andere;Andere;Andere;Earl Williams;Earl Williams;208;215
22,4;Normal;Normal;60-89;60;1;0.220 - 0.239;0.22;0,224;right;71.28;72;Andere;Andere;Andere;Ed Brinkman;Ed Brinkman;168;170
26,3;Normal;Normal;60-89;86;1;0.260 - 0.279;0.26;0,263;right;69.30;70;Andere;Andere;Andere;Ed Charles;Ed Charles;168;170
22;Normal;Normal;0-29;0;1;0.220 - 0.239;0.22;0,22;left;73.26;74;Andere;Andere;Andere;Ed Crosby;Ed Crosby;168;175
26;Normal;Normal;30-59;30;1;0.260 - 0.279;0.26;0,26;left;73.26;75;Andere;Andere;Andere;Ed Goodson;Ed Goodson;176;180
24;Normal;Normal;60-89;80;1;0.240 - 0.259;0.24;0,24;left;71.28;73;Andere;Andere;Andere;Ed Herrmann;Ed Herrmann;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;73.26;74;Andere;Andere;Andere;Ed Hodge;Ed Hodge;192;192
23,8;Normal;Normal;60-89;85;1;0.220 - 0.239;0.22;0,238;left;69.30;71;Andere;Andere;Andere;Ed Kirkpatrick;Ed Kirkpatrick;192;195
26,1;Normal;Normal;90-119;118;1;0.260 - 0.279;0.26;0,261;left;73.26;75;Andere;Andere;Andere;Ed Kranepool;Ed Kranepool;200;205
25,9;Normal;Normal;30-59;33;1;0.240 - 0.259;0.24;0,259;left;69.30;70;Andere;Andere;Andere;Ed Ott;Ed Ott;184;190
24,7;Normal;Normal;0-29;8;1;0.240 - 0.259;0.24;0,247;right;69.30;71;Andere;Andere;Andere;Ed Romero;Ed Romero;160;160
23,8;Normal;Normal;30-59;39;1;0.220 - 0.239;0.22;0,238;right;69.30;71;Andere;Andere;Andere;Ed Spiezio;Ed Spiezio;176;180
23,7;Normal;Normal;0-29;14;1;0.220 - 0.239;0.22;0,237;left;69.30;71;Andere;Andere;Andere;Ed Stroud;Ed Stroud;176;180
23,6;Normal;Normal;0-29;24;1;0.220 - 0.239;0.22;0,236;right;71.28;72;Andere;Andere;Andere;Eddie Leon;Eddie Leon;168;170
25,3;Normal;Normal;30-59;42;1;0.240 - 0.259;0.24;0,253;left;69.30;71;Andere;Andere;Andere;Eddie Milner;Eddie Milner;168;173
23,2;Normal;Normal;0-29;4;1;0.220 - 0.239;0.22;0,232;right;67.32;69;Andere;Andere;Andere;Elio Chacon;Elio Chacon;160;160
22;Normal;Normal;60-89;62;1;0.220 - 0.239;0.22;0,22;left;71.28;73;Andere;Andere;Andere;Ellie Hendricks;Ellie Hendricks;168;175
24,5;Normal;Normal;0-29;16;1;0.240 - 0.259;0.24;0,245;right;69.30;71;Andere;Andere;Andere;Ellie Rodriguez;Ellie Rodriguez;184;185
26,1;Normal;Normal;0-29;18;1;0.260 - 0.279;0.26;0,261;right;69.30;71;Andere;Andere;Andere;Elliott Maddox;Elliott Maddox;176;180
27,8;Top;Normal;120-149;123;1;0.260 - 0.279;0.26;0,278;right;75.24;76;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Ellis Valentine;Ellis Valentine;200;205
27,7;Top;Normal;60-89;60;1;0.260 - 0.279;0.26;0,277;right;75.24;76;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Enos Cabell;Enos Cabell;168;170
22,4;Normal;Normal;0-29;2;1;0.220 - 0.239;0.22;0,224;right;67.32;68;Andere;Andere;Andere;Enzo Hernandez;Enzo Hernandez;152;155
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Eric Hetzel;Eric Hetzel;168;175
26,4;Normal;Normal;90-119;102;1;0.260 - 0.279;0.26;0,264;right;69.30;71;Andere;Andere;Andere;Eric Soderholm;Eric Soderholm;184;187
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Eric Wilkins;Eric Wilkins;184;190
27,9;Top;Normal;0-29;22;1;0.260 - 0.279;0.26;0,279;right;69.30;71;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Felix Millan;Felix Millan;168;172
25,4;Normal;Normal;0-29;27;1;0.240 - 0.259;0.24;0,254;right;69.30;71;Andere;Andere;Andere;Felix Torres;Felix Torres;160;165
16,5;Normal;Normal;0-29;13;1;0.160 - 0.179;0.16;0,165;right;75.24;77;Andere;Andere;Andere;Fergie Jenkins;Fergie Jenkins;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Fernando Arroyo;Fernando Arroyo;176;180
23,5;Normal;Normal;0-29;17;1;0.220 - 0.239;0.22;0,235;right;69.30;70;Andere;Andere;Andere;Fernando Gonzalez;Fernando Gonzalez;160;165
24,4;Normal;Normal;30-59;38;1;0.240 - 0.259;0.24;0,244;right;69.30;70;Andere;Andere;Andere;Floyd Rayford;Floyd Rayford;184;190
28,3;Top;Normal;60-89;67;1;0.280 - 0.299;0.28;0,283;left;67.32;69;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Floyd Robinson;Floyd Robinson;168;175
25;Normal;Normal;0-29;20;1;0.240 - 0.259;0.24;0,25;right;75.24;77;Andere;Andere;Andere;Fran Healy;Fran Healy;216;220
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Francisco Barrios;Francisco Barrios;152;155
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Frank Dimichele;Frank Dimichele;200;205
23,2;Normal;Normal;0-29;26;1;0.220 - 0.239;0.22;0,232;right;71.28;73;Andere;Andere;Andere;Frank Duffy;Frank Duffy;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Frank Eufemia;Frank Eufemia;184;185
19,9;Normal;Normal;30-59;39;1;0.180 - 0.199;0.18;0,199;right;71.28;72;Andere;Andere;Andere;Frank Fernandez;Frank Fernandez;184;185
21,4;Normal;Normal;0-29;5;1;0.200 - 0.219;0.20;0,214;right;71.28;73;Andere;Andere;Andere;Frank Quilici;Frank Quilici;168;170
25,5;Normal;Normal;0-29;2;1;0.240 - 0.259;0.24;0,255;right;71.28;72;Andere;Andere;Andere;Frank Taveras;Frank Taveras;152;155
24,1;Normal;Normal;0-29;6;1;0.240 - 0.259;0.24;0,241;left;69.30;71;Andere;Andere;Andere;Frank Tepedino;Frank Tepedino;184;185
25,5;Normal;Top;150-179;160;1;0.240 - 0.259;0.24;0,255;right;69.30;71;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Frank White;Frank White;160;165
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Fred Howard;Fred Howard;184;190
23,4;Normal;Normal;30-59;31;1;0.220 - 0.239;0.22;0,234;right;71.28;73;Andere;Andere;Andere;Fred Kendall;Fred Kendall;184;185
28,3;Top;Top;300-329;306;1;0.280 - 0.299;0.28;0,283;left;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Fred Lynn;Fred Lynn;184;185
12,5;Normal;Normal;0-29;0;1;0.120 - 0.139;0.12;0,125;both;67.32;68;Andere;Andere;Andere;Fred Norman;Fred Norman;152;155
21,6;Normal;Normal;0-29;10;1;0.200 - 0.219;0.20;0,216;right;69.30;70;Andere;Andere;Andere;Fred Stanley;Fred Stanley;160;165
25,3;Normal;Normal;90-119;108;1;0.240 - 0.259;0.24;0,253;left;71.28;73;Andere;Andere;Andere;Fred Whitfield;Fred Whitfield;184;190
24,2;Normal;Normal;30-59;41;1;0.240 - 0.259;0.24;0,242;right;63.36;65;Andere;Andere;Andere;Freddie Patek;Freddie Patek;144;148
15,9;Normal;Normal;0-29;2;1;0.140 - 0.159;0.14;0,159;both;71.28;72;Andere;Andere;Andere;Fritz Peterson;Fritz Peterson;184;185
26,6;Normal;Normal;0-29;25;1;0.260 - 0.279;0.26;0,266;left;69.30;70;Andere;Andere;Andere;Gail Hopkins;Gail Hopkins;192;198
24,7;Normal;Normal;0-29;12;1;0.240 - 0.259;0.24;0,247;left;71.28;72;Andere;Andere;Andere;Garry Hancock;Garry Hancock;168;175
28,5;Top;Normal;90-119;117;1;0.280 - 0.299;0.28;0,285;right;73.26;75;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Garry Maddox;Garry Maddox;168;175
25,8;Normal;Normal;0-29;20;1;0.240 - 0.259;0.24;0,258;right;69.30;71;Andere;Andere;Andere;Garth Iorg;Garth Iorg;168;170
23;Normal;Normal;30-59;55;1;0.220 - 0.239;0.22;0,23;right;73.26;74;Andere;Andere;Andere;Gary Alexander;Gary Alexander;192;195
22,1;Normal;Normal;0-29;19;1;0.220 - 0.239;0.22;0,221;right;69.30;71;Andere;Andere;Andere;Gary Allenson;Gary Allenson;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Gary Beare;Gary Beare;200;205
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;77;Andere;Andere;Andere;Gary Christenson;Gary Christenson;200;200
24;Normal;Normal;0-29;24;1;0.240 - 0.259;0.24;0,24;right;71.28;72;Andere;Andere;Andere;Gary Gray;Gary Gray;184;187
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Gary Ignasiak;Gary Ignasiak;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;73.26;75;Andere;Andere;Andere;Gary Lance;Gary Lance;192;195
28,1;Top;Top;210-239;234;1;0.280 - 0.299;0.28;0,281;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Gary Matthews;Gary Matthews;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Gary Mielke;Gary Mielke;184;185
13,8;Normal;Normal;0-29;1;1;0.120 - 0.139;0.12;0,138;right;73.26;74;Andere;Andere;Andere;Gary Nolan;Gary Nolan;192;197
24,7;Normal;Normal;120-149;121;1;0.240 - 0.259;0.24;0,247;right;73.26;75;Andere;Andere;Andere;Gary Roenicke;Gary Roenicke;200;205
24,3;Normal;Normal;0-29;24;1;0.240 - 0.259;0.24;0,243;right;71.28;72;Andere;Andere;Andere;Gary Sutherland;Gary Sutherland;184;185
24,9;Normal;Normal;60-89;61;1;0.240 - 0.259;0.24;0,249;left;71.28;73;Andere;Andere;Andere;Gary Thomasson;Gary Thomasson;176;180
27,6;Top;Normal;120-149;130;1;0.260 - 0.279;0.26;0,276;right;73.26;74;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Gary Ward;Gary Ward;192;195
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;75;Andere;Andere;Andere;Gary Wheelock;Gary Wheelock;200;205
24,3;Normal;Normal;0-29;13;1;0.240 - 0.259;0.24;0,243;right;73.26;74;Andere;Andere;Andere;Gary Woods;Gary Woods;184;185
25,7;Normal;Normal;60-89;84;1;0.240 - 0.259;0.24;0,257;left;69.30;71;Andere;Andere;Andere;Gates Brown;Gates Brown;216;220
13,1;Normal;Normal;0-29;6;1;0.120 - 0.139;0.12;0,131;right;75.24;76;Andere;Andere;Andere;Gaylord Perry;Gaylord Perry;200;205
25,4;Normal;Normal;30-59;55;1;0.240 - 0.259;0.24;0,254;right;69.30;70;Andere;Andere;Andere;Gene Alley;Gene Alley;160;160
27,7;Top;Normal;0-29;5;1;0.260 - 0.279;0.26;0,277;right;67.32;69;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Gene Clines;Gene Clines;168;170
27,4;Normal;Normal;0-29;9;1;0.260 - 0.279;0.26;0,274;left;69.30;70;Andere;Andere;Andere;Gene Locklear;Gene Locklear;160;165
22,9;Normal;Normal;0-29;15;1;0.220 - 0.239;0.22;0,229;both;73.26;74;Andere;Andere;Andere;Gene Michael;Gene Michael;176;183
29;Top;Normal;0-29;26;1;0.280 - 0.299;0.28;0,29;left;71.28;72;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Gene Richards;Gene Richards;168;175
24,1;Normal;Top;180-209;201;1;0.240 - 0.259;0.24;0,241;right;71.28;72;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Gene Tenace;Gene Tenace;184;190
27,4;Normal;Top;330-359;348;1;0.260 - 0.279;0.26;0,274;right;71.28;73;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;George Foster;George Foster;176;180
27,8;Top;Top;240-269;267;1;0.260 - 0.279;0.26;0,278;right;73.26;75;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;George Hendrick;George Hendrick;192;195
23,6;Normal;Normal;60-89;76;1;0.220 - 0.239;0.22;0,236;right;73.26;74;Andere;Andere;Andere;George Mitterwald;George Mitterwald;192;195
26,8;Normal;Top;270-299;271;1;0.260 - 0.279;0.26;0,268;right;73.26;74;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;George Scott;George Scott;200;200
20,5;Normal;Normal;0-29;9;1;0.200 - 0.219;0.20;0,205;right;69.30;70;Andere;Andere;Andere;George Smith;George Smith;168;170
26,8;Normal;Normal;0-29;27;1;0.260 - 0.279;0.26;0,268;left;71.28;72;Andere;Andere;Andere;George Vukovich;George Vukovich;192;198
24,5;Normal;Normal;30-59;42;1;0.240 - 0.259;0.24;0,245;both;69.30;71;Andere;Andere;Andere;George Wright;George Wright;176;180
23,7;Normal;Normal;0-29;1;1;0.220 - 0.239;0.22;0,237;right;67.32;69;Andere;Andere;Andere;Gil Garrido;Gil Garrido;144;150
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Gil Patterson;Gil Patterson;184;185
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Glen Cook;Glen Cook;176;180
28;Top;Normal;30-59;34;1;0.280 - 0.299;0.28;0,28;left;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Glenn Adams;Glenn Adams;176;180
28,3;Top;Normal;0-29;22;1;0.280 - 0.299;0.28;0,283;right;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Glenn Beckert;Glenn Beckert;184;190
22,9;Normal;Normal;0-29;16;1;0.220 - 0.239;0.22;0,229;right;75.24;76;Andere;Andere;Andere;Glenn Borgmann;Glenn Borgmann;208;210
23,7;Normal;Normal;0-29;2;1;0.220 - 0.239;0.22;0,237;right;71.28;72;Andere;Andere;Andere;Glenn Burke;Glenn Burke;192;195
24,2;Normal;Normal;0-29;23;1;0.240 - 0.259;0.24;0,242;right;71.28;73;Andere;Andere;Andere;Glenn Hoffman;Glenn Hoffman;168;175
24,4;Normal;Normal;60-89;70;1;0.240 - 0.259;0.24;0,244;right;67.32;69;Andere;Andere;Andere;Glenn Hubbard;Glenn Hubbard;144;150
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;75.24;76;Andere;Andere;Andere;Gorman Heimueller;Gorman Heimueller;192;195
22,5;Normal;Top;240-269;268;1;0.220 - 0.239;0.22;0,225;right;73.26;74;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Gorman Thomas;Gorman Thomas;208;210
24,8;Normal;Top;390-419;390;1;0.240 - 0.259;0.24;0,248;left;71.28;72;Andere;Carl Yastrzemski, Darrell Evans, Dave Kingman und 7 mehr;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Graig Nettles;Graig Nettles;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;73;Andere;Andere;Andere;Greg Erardi;Greg Erardi;184;190
28,7;Top;Normal;0-29;7;1;0.280 - 0.299;0.28;0,287;left;69.30;70;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Andere;Greg Gross;Greg Gross;160;160
27,6;Top;Top;300-329;307;1;0.260 - 0.279;0.26;0,276;right;71.28;73;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Greg Luzinski;Greg Luzinski;216;220
25;Normal;Normal;0-29;14;1;0.240 - 0.259;0.24;0,25;right;71.28;72;Andere;Andere;Andere;Greg Pryor;Greg Pryor;176;180
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Greg Thayer;Greg Thayer;176;182
26;Normal;Normal;90-119;113;1;0.260 - 0.279;0.26;0,26;left;73.26;75;Andere;Andere;Andere;Greg Walker;Greg Walker;200;205
24,3;Normal;Normal;0-29;21;1;0.240 - 0.259;0.24;0,243;right;73.26;74;Andere;Andere;Andere;Hal Breeden;Hal Breeden;200;200
21,4;Normal;Normal;0-29;24;1;0.200 - 0.219;0.20;0,214;left;71.28;73;Andere;Andere;Andere;Hal King;Hal King;200;200
22,8;Normal;Normal;0-29;8;1;0.220 - 0.239;0.22;0,228;right;73.26;74;Andere;Andere;Andere;Hal Lanier;Hal Lanier;176;180
29;Top;Top;180-209;191;1;0.280 - 0.299;0.28;0,29;right;69.30;71;Al Bumbry, Al Oliver, Alex Johnson und 97 mehr;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Hal McRae;Hal McRae;176;180
24,1;Normal;Normal;0-29;6;1;0.240 - 0.259;0.24;0,241;right;71.28;72;Andere;Andere;Andere;Hank Allen;Hank Allen;184;190
23,7;Normal;Normal;0-29;18;1;0.220 - 0.239;0.22;0,237;left;71.28;73;Andere;Andere;Andere;Harry Spilman;Harry Spilman;176;180
22,5;Normal;Normal;30-59;39;1;0.220 - 0.239;0.22;0,225;right;69.30;71;Andere;Andere;Andere;Hector Cruz;Hector Cruz;168;170
21,6;Normal;Normal;0-29;18;1;0.200 - 0.219;0.20;0,216;right;71.28;72;Andere;Andere;Andere;Hector Torres;Hector Torres;168;175
25,6;Normal;Normal;0-29;27;1;0.240 - 0.259;0.24;0,256;both;67.32;69;Andere;Andere;Andere;Horace Clarke;Horace Clarke;168;170
25,9;Normal;Normal;0-29;17;1;0.240 - 0.259;0.24;0,259;left;71.28;73;Andere;Andere;Andere;Hosken Powell;Hosken Powell;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;71.28;72;Andere;Andere;Andere;Howard Bailey;Howard Bailey;192;195
21,6;Normal;Normal;0-29;11;1;0.200 - 0.219;0.20;0,216;right;75.24;76;Andere;Andere;Andere;Howie Goss;Howie Goss;200;204
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;77;Andere;Andere;Andere;Ike Brookens;Ike Brookens;168;170
25,6;Normal;Normal;0-29;20;1;0.240 - 0.259;0.24;0,256;right;71.28;72;Andere;Andere;Andere;Ike Brown;Ike Brown;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;left;67.32;69;Andere;Andere;Andere;Israel Sanchez;Israel Sanchez;168;170
25,4;Normal;Normal;0-29;21;1;0.240 - 0.259;0.24;0,254;right;69.30;71;Andere;Andere;Andere;Ivan DeJesus;Ivan DeJesus;168;175
23,6;Normal;Normal;30-59;33;1;0.220 - 0.239;0.22;0,236;right;73.26;74;Andere;Andere;Andere;Ivan Murrell;Ivan Murrell;192;195
16,8;Normal;Normal;0-29;10;1;0.160 - 0.179;0.16;0,168;right;79.20;80;Andere;Andere;Andere;J.R. Richard;J.R. Richard;216;222
11,1;Normal;Normal;0-29;0;1;0.100 - 0.119;0.10;0,111;right;75.24;76;Andere;Andere;Andere;Jack Billingham;Jack Billingham;192;195
24,5;Normal;Normal;30-59;30;1;0.240 - 0.259;0.24;0,245;left;69.30;70;Andere;Andere;Andere;Jack Brohamer;Jack Brohamer;160;165
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;73.26;74;Andere;Andere;Andere;Jack Hardy;Jack Hardy;168;175
21,1;Normal;Normal;0-29;9;1;0.200 - 0.219;0.20;0,211;right;71.28;72;Andere;Andere;Andere;Jack Heidemann;Jack Heidemann;168;175
25,1;Normal;Normal;0-29;22;1;0.240 - 0.259;0.24;0,251;right;73.26;74;Andere;Andere;Andere;Jack Hiatt;Jack Hiatt;184;190
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;69.30;71;Andere;Andere;Andere;Jack Lazorko;Jack Lazorko;200;200
27;Normal;Normal;0-29;2;1;0.260 - 0.279;0.26;0,27;left;69.30;70;Andere;Andere;Andere;Jack Perconte;Jack Perconte;160;160
23,7;Normal;Normal;0-29;4;1;0.220 - 0.239;0.22;0,237;right;69.30;71;Andere;Andere;Andere;Jackie Gutierrez;Jackie Gutierrez;168;175
20,8;Normal;Normal;0-29;12;1;0.200 - 0.219;0.20;0,208;right;69.30;71;Andere;Andere;Andere;Jackie Hernandez;Jackie Hernandez;160;165
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Jaime Cocanower;Jaime Cocanower;200;200
23,3;Normal;Normal;0-29;25;1;0.220 - 0.239;0.22;0,233;left;71.28;72;Andere;Andere;Andere;Jake Gibbs;Jake Gibbs;176;180
25;Normal;Normal;30-59;35;1;0.240 - 0.259;0.24;0,25;right;71.28;73;Andere;Andere;Andere;Jake Wood;Jake Wood;160;163
26,1;Normal;Top;180-209;208;1;0.260 - 0.279;0.26;0,261;left;75.24;76;Andere;Andere;Al Oliver, Amos Otis, Andre Thornton und 97 mehr;Jason Thompson;Jason Thompson;200;200
26,7;Normal;Normal;90-119;102;1;0.260 - 0.279;0.26;0,267;left;71.28;73;Andere;Andere;Andere;Jay Johnstone;Jay Johnstone;168;175
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;right;75.24;76;Andere;Andere;Andere;Jay Pettibone;Jay Pettibone;176;182
0;Normal;Normal;0-29;0;1;0.000 - 0.019;0.00;0;both;73.26;75;Andere;Andere;Andere;Jeff Barkley;Jeff Barkley;184;185
